model_id,semantic_case_id,document_id,template_id,condition,run_status,raw_present,provenance_valid,provenance_errors,raw_output_sha256,parse_valid,schema_valid,document_id_correct,field_exact_correct,field_exact_total,field_exact_match,true_positive,false_positive,false_negative,precision,recall,f1,unsupported_count,unsupported_opportunities,unsupported_field_rate,complete_report
google/medgemma-4b-it,MEL-006,MEL-006-A,A,ocr_degraded,COMPLETED,True,True,,d3ae0fc1571a2601094c78606cb8db313a4009432815d3c21ab834206c5f556b,True,False,True,10,16,0.625,9,6,6,0.6,0.6,0.6,0,1,0.0,False
google/medgemma-4b-it,MEL-006,MEL-006-B,B,clean,COMPLETED,True,True,,26a97e163be9c15c4dca7835f95863d436301e8da8ba89dfff847ffd16d27378,True,False,True,10,16,0.625,9,6,6,0.6,0.6,0.6,0,1,0.0,False
google/medgemma-4b-it,MEL-006,MEL-006-B,B,ocr_degraded,COMPLETED,True,True,,cc1ebfc2b529bb224c363edad29c3da68cbc6745022c24bf088b0fb4152d6ef4,True,False,True,11,16,0.6875,10,5,5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,1,0.0,False
google/medgemma-4b-it,MEL-007,MEL-007-A,A,clean,COMPLETED,True,True,,5da343a6e15238fc870d2bb66be504782b05e5df52bbfcf483ec74a43d9ebc92,True,False,True,6,16,0.375,6,6,3,0.5,0.6666666666666666,0.5714285714285715,3,7,0.42857142857142855,False
google/medgemma-4b-it,MEL-007,MEL-007-A,A,ocr_degraded,COMPLETED,True,True,,70fabd32c5511af15e59d2ad0fdb33d33bbdca3ae1b0c392ca154fc869321323,True,False,True,5,16,0.3125,5,11,4,0.3125,0.5555555555555556,0.39999999999999997,7,7,1.0,False
google/medgemma-4b-it,MEL-007,MEL-007-B,B,clean,COMPLETED,True,True,,c9ebe2b52e77b2aa11b90f29e6326b35da1b91609483d7d446ec9608c29ed2f4,True,False,True,6,16,0.375,6,6,3,0.5,0.6666666666666666,0.5714285714285715,3,7,0.42857142857142855,False
google/medgemma-4b-it,MEL-007,MEL-007-B,B,ocr_degraded,COMPLETED,True,True,,c9ebe2b52e77b2aa11b90f29e6326b35da1b91609483d7d446ec9608c29ed2f4,True,False,True,6,16,0.375,6,6,3,0.5,0.6666666666666666,0.5714285714285715,3,7,0.42857142857142855,False
google/medgemma-4b-it,MEL-008,MEL-008-A,A,clean,COMPLETED,True,True,,c4d06ab8f73c15316c1b7e44dae9b2af7fdb25dc19a5cf90bd4d03e84164f966,True,False,True,6,16,0.375,3,6,2,0.3333333333333333,0.6,0.42857142857142855,4,11,0.36363636363636365,False
google/medgemma-4b-it,MEL-008,MEL-008-A,A,ocr_degraded,COMPLETED,True,True,,0eaf921ff7b46c499bef6b286a812bb9c503f23afbc9d733fda0a8de23093f4c,True,False,True,6,16,0.375,3,6,2,0.3333333333333333,0.6,0.42857142857142855,4,11,0.36363636363636365,False
google/medgemma-4b-it,MEL-008,MEL-008-B,B,clean,COMPLETED,True,True,,1676272ab9dfb4275f315a0fa91f52792f9e89103fb7b9023583f2bef594723f,True,False,True,6,16,0.375,3,6,2,0.3333333333333333,0.6,0.42857142857142855,4,11,0.36363636363636365,False
google/medgemma-4b-it,MEL-008,MEL-008-B,B,ocr_degraded,COMPLETED,True,True,,056640b270008a297fdbab7bf111ed6cf6388b922259b3bc6774000619341be8,True,False,True,7,16,0.4375,4,5,1,0.4444444444444444,0.8,0.5714285714285714,4,11,0.36363636363636365,False
google/medgemma-1.5-4b-it,MEL-002,MEL-002-A,A,clean,COMPLETED,True,True,,86ecd61afc269402ca668dce324a5e8740b490493d3e04950db705b7e1405dc5,True,False,True,8,16,0.5,8,3,3,0.7272727272727273,0.7272727272727273,0.7272727272727273,1,5,0.2,False
google/medgemma-1.5-4b-it,MEL-002,MEL-002-A,A,ocr_degraded,COMPLETED,True,True,,86ecd61afc269402ca668dce324a5e8740b490493d3e04950db705b7e1405dc5,True,False,True,8,16,0.5,8,3,3,0.7272727272727273,0.7272727272727273,0.7272727272727273,1,5,0.2,False
google/medgemma-1.5-4b-it,MEL-002,MEL-002-B,B,clean,COMPLETED,True,True,,1ef317d5ee267922bd2de7efd6bf2e12856d78bf8c2d004f24f0a4224ae7d1a0,True,False,True,8,16,0.5,8,3,3,0.7272727272727273,0.7272727272727273,0.7272727272727273,1,5,0.2,False
google/medgemma-1.5-4b-it,MEL-002,MEL-002-B,B,ocr_degraded,COMPLETED,True,True,,1ef317d5ee267922bd2de7efd6bf2e12856d78bf8c2d004f24f0a4224ae7d1a0,True,False,True,8,16,0.5,8,3,3,0.7272727272727273,0.7272727272727273,0.7272727272727273,1,5,0.2,False
google/medgemma-1.5-4b-it,MEL-003,MEL-003-A,A,clean,COMPLETED,True,True,,e342da1472662ddf6f9fc5cd81dba06ede2e3ac0cb50c156851f94fb55cd2a14,True,False,True,5,16,0.3125,3,8,11,0.2727272727272727,0.21428571428571427,0.23999999999999996,0,2,0.0,False
google/medgemma-1.5-4b-it,MEL-003,MEL-003-A,A,ocr_degraded,COMPLETED,True,True,,d30b6b2731439f6a40a3cdfc6455f08a3b5b964a834315d0a371da0341fa9420,True,False,True,3,16,0.1875,3,6,11,0.3333333333333333,0.21428571428571427,0.2608695652173913,0,2,0.0,False
google/medgemma-1.5-4b-it,MEL-003,MEL-003-B,B,clean,COMPLETED,True,True,,03bd5609d48f47aa8b8ecab94539747c92053c22694c4d7e79743f61dd5c9037,True,False,True,4,16,0.25,4,5,10,0.4444444444444444,0.2857142857142857,0.34782608695652173,0,2,0.0,False
google/medgemma-1.5-4b-it,MEL-003,MEL-003-B,B,ocr_degraded,COMPLETED,True,True,,03bd5609d48f47aa8b8ecab94539747c92053c22694c4d7e79743f61dd5c9037,True,False,True,4,16,0.25,4,5,10,0.4444444444444444,0.2857142857142857,0.34782608695652173,0,2,0.0,False
google/medgemma-1.5-4b-it,MEL-004,MEL-004-A,A,clean,COMPLETED,True,True,,18f44c175a7767845981269d2c01199aa929244096fa3f023d76f33e4c08a2dd,True,False,True,5,16,0.3125,0,6,6,0.0,0.0,0.0,2,10,0.2,False
google/medgemma-1.5-4b-it,MEL-004,MEL-004-A,A,ocr_degraded,COMPLETED,True,True,,0de53a9ff3f352f891bc4b89529697baef4143b8f3f6bd1c00af5e6b7e8a0742,True,False,True,6,16,0.375,1,5,5,0.16666666666666666,0.16666666666666666,0.16666666666666666,2,10,0.2,False
google/medgemma-1.5-4b-it,MEL-004,MEL-004-B,B,clean,COMPLETED,True,True,,ddbacc75c7c46a9c623afdbe24c56d2346d813771945fd1e162dab1289cabcdb,True,False,True,7,16,0.4375,2,5,4,0.2857142857142857,0.3333333333333333,0.30769230769230765,2,10,0.2,False
google/medgemma-1.5-4b-it,MEL-004,MEL-004-B,B,ocr_degraded,COMPLETED,True,True,,60cbf77987bcda0903222a3b8c505c5fd7e1a33b011aa3d2c55b8f79ab44cd57,True,False,True,7,16,0.4375,2,5,4,0.2857142857142857,0.3333333333333333,0.30769230769230765,2,10,0.2,False
google/medgemma-1.5-4b-it,MEL-005,MEL-005-A,A,clean,COMPLETED,True,True,,a23525ea0eb19d9b199cad90f4db63750c33d28468142a0a1515edb690d7c60d,True,False,True,4,16,0.25,0,5,9,0.0,0.0,0.0,0,7,0.0,False
google/medgemma-1.5-4b-it,MEL-005,MEL-005-A,A,ocr_degraded,COMPLETED,True,True,,90e26993baebf20dfdaf9005fbd4ae8fba29a9087ab334663637a76cba733ec3,True,False,True,4,16,0.25,0,4,9,0.0,0.0,0.0,0,7,0.0,False
google/medgemma-1.5-4b-it,MEL-005,MEL-005-B,B,clean,COMPLETED,True,True,,dfa7048708c865b3f1f8ef37e6536b70cea942a3d275ff958eb87300bd69cd8c,True,False,True,6,16,0.375,2,5,7,0.2857142857142857,0.2222222222222222,0.25,0,7,0.0,False
google/medgemma-1.5-4b-it,MEL-005,MEL-005-B,B,ocr_degraded,COMPLETED,True,True,,d8e3ef68063f1577e4f7e059ca6ca95e87b34d67aea5d93883fe66a0cc59e8c8,True,False,True,6,16,0.375,2,5,7,0.2857142857142857,0.2222222222222222,0.25,0,7,0.0,False
google/medgemma-1.5-4b-it,MEL-006,MEL-006-A,A,clean,COMPLETED,True,True,,ebabdf85f91243f0f37129b6960d7d5474b397a00f2625f2a545debb63315bca,True,False,True,7,16,0.4375,6,7,9,0.46153846153846156,0.4,0.42857142857142855,0,1,0.0,False
google/medgemma-1.5-4b-it,MEL-006,MEL-006-A,A,ocr_degraded,COMPLETED,True,True,,6f6b55625bbc158810c7e3eeafb8c0deb7ca1031b90ec2dc7f6a1936812fc518,True,False,True,5,16,0.3125,4,8,11,0.3333333333333333,0.26666666666666666,0.2962962962962963,0,1,0.0,False
google/medgemma-1.5-4b-it,MEL-006,MEL-006-B,B,clean,COMPLETED,True,True,,79f23f0b90b36fe0cb6b9d6f8edaf2a7edd189573c855243cbf82d70976aaa78,True,False,True,2,16,0.125,2,7,13,0.2222222222222222,0.13333333333333333,0.16666666666666669,0,1,0.0,False
google/medgemma-1.5-4b-it,MEL-006,MEL-006-B,B,ocr_degraded,COMPLETED,True,True,,e5ac1566ba4c0c587fda7302c0db4cc097cbec4b610ce665c458da1646990a95,True,False,True,4,16,0.25,3,9,12,0.25,0.2,0.22222222222222224,0,1,0.0,False
google/medgemma-1.5-4b-it,MEL-007,MEL-007-A,A,clean,COMPLETED,True,True,,0c90c44b1ed0fbd61db1d9d1a2d303567190eecea07ffe0dd69f22d74e7acf20,True,False,True,9,16,0.5625,6,1,3,0.8571428571428571,0.6666666666666666,0.75,0,7,0.0,False
google/medgemma-1.5-4b-it,MEL-007,MEL-007-A,A,ocr_degraded,COMPLETED,True,True,,0c90c44b1ed0fbd61db1d9d1a2d303567190eecea07ffe0dd69f22d74e7acf20,True,False,True,9,16,0.5625,6,1,3,0.8571428571428571,0.6666666666666666,0.75,0,7,0.0,False
google/medgemma-1.5-4b-it,MEL-007,MEL-007-B,B,clean,COMPLETED,True,True,,e9652eb7f0d80b30b722ff45c4b47f8e183b333d69b2bbeaf7c523be479df712,True,False,True,9,16,0.5625,6,1,3,0.8571428571428571,0.6666666666666666,0.75,0,7,0.0,False
google/medgemma-1.5-4b-it,MEL-007,MEL-007-B,B,ocr_degraded,COMPLETED,True,True,,89f22e64e96ab0388ffccaa245b21e388417211281dd6c0adf7a33849732e7e2,True,False,True,8,16,0.5,5,1,4,0.8333333333333334,0.5555555555555556,0.6666666666666667,0,7,0.0,False
google/medgemma-1.5-4b-it,MEL-008,MEL-008-A,A,clean,COMPLETED,True,True,,a99360d30d8935903f96fc1272a20fcbe65c22f846bdb0f007c08420adc39d02,True,False,True,8,16,0.5,1,1,4,0.5,0.2,0.28571428571428575,0,11,0.0,False
google/medgemma-1.5-4b-it,MEL-008,MEL-008-A,A,ocr_degraded,COMPLETED,True,True,,857f51c281bec702763cd58030a13ddeb0bd488b08bfd6e69eb40a045293870a,True,False,True,6,16,0.375,1,6,4,0.14285714285714285,0.2,0.16666666666666666,2,11,0.18181818181818182,False
google/medgemma-1.5-4b-it,MEL-008,MEL-008-B,B,clean,COMPLETED,True,True,,0a0408984a8b9e6874e15a4b9dc7d1ba119491a332ed6abcf9861eededb35420,True,False,True,9,16,0.5625,2,1,3,0.6666666666666666,0.4,0.5,0,11,0.0,False
google/medgemma-1.5-4b-it,MEL-008,MEL-008-B,B,ocr_degraded,COMPLETED,True,True,,0a0408984a8b9e6874e15a4b9dc7d1ba119491a332ed6abcf9861eededb35420,True,False,True,9,16,0.5625,2,1,3,0.6666666666666666,0.4,0.5,0,11,0.0,False
